Unnamed: 0,datetime,open,high,low,close,volume,ATR,SMA_20,SMA_50,RSI,Volume_SMA,Volume_Ratio,Price_Change,Price_Volatility,trade_type,signals
0,2019-09-08,10000.0,10412.65,10000.0,10391.63,3096.291,,,,,,,,,HOLD,0
1,2019-09-09,10316.62,10475.54,10077.22,10307.0,14824.373,,,,,,,-0.008144054397625666,,HOLD,0
2,2019-09-10,10307.0,10382.97,9940.87,10102.02,9068.955,,,,,,,-0.019887455127583165,,HOLD,0
3,2019-09-11,10094.27,10293.11,9884.31,10159.55,10897.922,,,,,,,0.005694900623835597,,HOLD,0
4,2019-09-12,10163.06,10450.13,10042.12,10415.13,15609.634,,,,,,,0.025156626031664686,,HOLD,0
5,2019-09-13,10414.96,10440.55,10153.51,10341.34,19252.721,,,,,,,-0.007084885162259025,,HOLD,0
6,2019-09-14,10343.01,10419.97,10222.77,10332.25,20656.624,,,,,,,-0.0008789963389657096,,HOLD,0
7,2019-09-15,10333.47,10359.2,10024.81,10302.22,20536.255,,,,,,,-0.002906433739021108,,HOLD,0
8,2019-09-16,10302.0,10353.81,10080.7,10249.27,20185.637,,,,,,,-0.005139668925726593,,HOLD,0
9,2019-09-17,10257.3,10270.63,10136.77,10186.52,22519.607,,,,,,,-0.006122387252945782,,HOLD,0
10,2019-09-18,10183.87,10256.65,10097.92,10155.16,20832.895,,,,,,,-0.003078578356494721,,HOLD,0
11,2019-09-19,10154.7,10331.62,9530.02,10245.3,26228.754,,,,,,,0.008876275706143355,,HOLD,0
12,2019-09-20,10247.7,10279.3,10070.5,10166.35,23265.91,,,,,,,-0.007705972494704838,,HOLD,0
13,2019-09-21,10166.56,10175.3,9912.63,9983.33,23642.387,,,,,,,-0.01800252794759183,,HOLD,0
14,2019-09-22,9992.7,10089.52,9857.0,10023.04,23916.354,324.7964285714283,,,35.30940367155306,,,0.003977630710394253,0.011263515567135517,HOLD,0
15,2019-09-23,10027.69,10046.91,9620.0,9701.96,31927.062,332.09025510204054,,,27.680009613651357,,,-0.03203419321882395,0.01372273910894008,HOLD,0
16,2019-09-24,9701.1,9792.83,8645.61,8645.61,29758.535,390.3138083090376,,,15.677755512197175,,,-0.10888006134842843,0.03112003594522186,HOLD,0
17,2019-09-25,8493.32,8725.24,8200.0,8430.07,48222.102,399.9513934298206,,,14.313926030586446,,,-0.02493057170055102,0.030963964612227175,HOLD,0
18,2019-09-26,8428.15,8464.4,7700.67,8060.15,60065.945,425.93557961340485,,,12.33126514041317,,,-0.043881011664197334,0.029940010358234067,HOLD,0
19,2019-09-27,8061.98,8260.0,7851.94,8176.52,40034.653,424.65875249816173,9818.721,,16.26075884643274,24227.130799999995,1.652471905587764,0.014437696568922576,0.03105861950355831,HOLD,0
20,2019-09-28,8178.26,8311.0,8001.14,8195.38,33820.919,416.45884160543585,9708.9085,,16.910771665000198,25763.362199999996,1.3127525335183157,0.0023066047658415467,0.031190588638738876,HOLD,0
21,2019-09-29,8199.0,8226.35,7888.98,8041.96,35966.056,410.8096386336191,9595.6565,,15.834035064275886,26820.446349999995,1.3409939391258492,-0.018720303390446724,0.03096804016029215,HOLD,0
22,2019-09-30,8042.08,8331.89,7709.01,8285.84,54412.52,425.9575215883605,9504.8475,,24.106407052208898,29087.6246,1.8706415786182828,0.030325940442379684,0.033375523404936866,HOLD,0
23,2019-10-01,8285.31,8499.0,8171.0,8290.0,39212.804,418.9605557606205,9411.369999999999,,24.243185314505915,30503.3687,1.2855237198768803,0.0005020613480346547,0.03355040244061095,HOLD,0
24,2019-10-02,8290.0,8365.92,8149.35,8352.14,30329.179,404.5040874920047,9308.2205,,26.37762741756,31239.34595,0.9708647245221855,0.007495778045838231,0.033933426602484475,HOLD,0
25,2019-10-03,8353.4,8386.0,8020.0,8220.27,33430.23,401.7537955282901,9202.166999999998,,24.781906879979005,31948.2214,1.0463878280247552,-0.015788767908583745,0.03332825532196217,HOLD,0
26,2019-10-04,8219.95,8227.42,7979.95,8130.56,28421.111,390.73352441912647,9092.082499999999,,23.730183020054536,32336.445750000003,0.8789188279914777,-0.010913266839167046,0.03328478089347742,HOLD,0
27,2019-10-05,8130.0,8175.0,8010.0,8122.14,30262.006,374.60970124633167,8983.0785,,23.628823389172243,32822.73330000001,0.9219831183285395,-0.0010355990239294677,0.033486820463981305,HOLD,0
28,2019-10-06,8122.01,8148.43,7760.0,7852.79,41909.039,375.59686544302224,8863.2545,,20.597890931545372,33908.9034,1.2359302365407663,-0.03316244241049782,0.03341718940792622,HOLD,0
29,2019-10-07,7851.01,8330.0,7764.42,8186.88,62760.299,389.1670893399492,8763.272500000001,,32.21273660851257,35920.93800000001,1.7471787345864962,0.04254411489419696,0.036584730513671414,HOLD,0
30,2019-10-08,8188.55,8322.01,8103.88,8167.62,44715.165,376.95015438709567,8663.8955,,31.922828567767773,37115.05150000001,1.204771735262175,-0.002352544559099501,0.023485161384196745,HOLD,0
31,2019-10-09,8168.33,8700.0,8113.0,8559.77,65453.643,391.9537147880174,8579.619,,43.142950536688964,39076.295950000014,1.6750216828061457,0.04801276259179543,0.026352502585799093,HOLD,0
32,2019-10-10,8559.77,8640.89,8419.34,8556.02,44285.668,379.78202087458754,8499.102499999999,,43.069847882605785,40127.28385000001,1.10362984361325,-0.0004380958834174775,0.02294650649201822,HOLD,0
33,2019-10-11,8557.0,8788.0,8210.0,8255.58,69157.964,393.9404479549741,8412.715,,37.576348878429286,42403.06270000001,1.6309662462188137,-0.03511445742296071,0.025025714617317566,HOLD,0
34,2019-10-12,8255.54,8397.45,8248.34,8300.22,37761.514,376.45255881533313,8326.573999999999,,38.82488644011734,43095.320700000004,0.8762323469610472,0.005407251822403758,0.02505210393007183,HOLD,0
35,2019-10-13,8300.31,8456.0,8137.3,8274.66,43820.913,372.3273760428093,8255.208999999999,,38.35188710426311,43690.01325,1.002996102318646,-0.003079436448672368,0.02443674381552138,HOLD,0
36,2019-10-14,8274.33,8381.77,8205.02,8346.05,61999.821,358.35756346832295,8240.231,,40.53110870233218,45302.07755,1.368586704032959,0.008627544817551236,0.023179222238067565,HOLD,0
37,2019-10-15,8346.31,8408.62,8080.0,8160.01,86246.749,356.23345179201425,8226.728,,36.87309879961905,47203.30990000001,1.8271335036189906,-0.02229078426321418,0.023985520939848883,HOLD,0
38,2019-10-16,8160.55,8184.0,7900.24,7992.21,70434.452,351.0567766640133,8223.331,,33.90115119800513,47721.73525000001,1.4759407140376353,-0.020563700289582987,0.02440200847097863,HOLD,0
39,2019-10-17,7994.76,8124.63,7930.0,8069.2,58354.602,339.8834354737266,8217.965,,36.432733741511996,48637.73270000001,1.199780474142044,0.009633130260591205,0.024312243292023368,HOLD,0
40,2019-10-18,8069.41,8117.3,7812.0,7943.94,75251.352,337.4131900827461,8205.393,,34.14162770293338,50709.25435,1.4839767013848824,-0.01552322411143614,0.02448667244506018,HOLD,0
41,2019-10-19,7945.57,8108.54,7852.12,7947.13,78024.395,331.62796221969285,8200.651500000002,,34.25501880978238,52812.1713,1.4773941892444025,0.0004015639594459053,0.024491244372167417,HOLD,0
42,2019-10-20,7947.78,8300.5,7871.17,8218.23,78663.915,338.6066792040005,8197.271000000002,,43.204635068725395,54024.74105,1.4560720416447048,0.0341129439181187,0.024353725828052987,HOLD,0
43,2019-10-21,8218.23,8334.57,8150.0,8201.74,59928.516,327.6040592608576,8192.858000000002,,42.82278529162603,55060.52665,1.0884116016714491,-0.002006514784813729,0.021620612739883166,HOLD,0
44,2019-10-22,8201.0,8290.0,8000.0,8020.89,69506.88,324.9180550279392,8176.295500000002,,38.775176551802545,57019.41170000001,1.219003808136449,-0.02205019910409245,0.022435215624991893,HOLD,0
45,2019-10-23,8020.68,8047.78,7172.76,7465.0,108484.139,364.2110510973721,8138.532000000002,,29.534427081281244,60772.10715000001,1.785097540426488,-0.06930527659648744,0.024509112215140783,HOLD,0
46,2019-10-24,7465.18,7495.81,7337.44,7411.35,66719.534,349.50811887613133,8102.571500000003,,28.82055355222553,62687.028300000005,1.0643275939114822,-0.007186872069658401,0.02438444709189205,HOLD,0
47,2019-10-25,7410.07,8800.0,7359.0,8650.0,165118.926,427.47182467069337,8128.964500000002,,55.53993442151278,69429.8743,2.3782115071465717,0.16712879569848949,0.052272520441899166,HOLD,0
48,2019-10-26,8650.0,10408.48,8626.89,9232.22,248161.161,524.1945514799296,8197.936000000002,,62.63916874546128,79742.4804,3.1120321283610335,0.06730867052023104,0.054904897513492736,HOLD,0
49,2019-10-27,9234.75,9803.83,9066.07,9533.32,163544.019,539.4492263742203,8265.258000000002,8867.1508,65.69033716957912,84781.6664,1.9290021763478808,0.03261404082658337,0.05513192207627885,HOLD,0
50,2019-10-28,9534.37,9930.13,9156.03,9217.36,155599.975,556.2099959189187,8317.745,8843.6654,60.14000302595362,90325.9069,1.7226505699219279,-0.03314270369608896,0.056414246385185024,HOLD,0
51,2019-10-29,9215.78,9569.1,9070.0,9415.02,124703.014,552.1307104961388,8360.507500000002,8825.825799999999,62.28675986065608,93288.37545,1.3367476215387346,0.021444318112778582,0.055784902455141505,HOLD,0
52,2019-10-30,9415.02,9418.65,8975.72,9165.3,98464.858,544.3306597464147,8390.971500000001,8807.0914,58.034214798830654,95997.33495,1.0257040786734881,-0.026523576158096418,0.05607150765498764,HOLD,0
